label|text
Ogniem i mieczem|" To moi synkowie, których polecam łasce mości panów: Symeon, Jur, Andrzej i Mikołaj — a to kto piąty? — rzekła przypatrując się pilnie — hej! jeśli stare oczy widzą po ciemku, to Bohun — co?  Kniaziówna cofnęła się nagle w głąb kolaski"
Ogniem i mieczem|"  — Czołem wam, kniahini, i wam, kniaziówno Heleno! — rzekł piąty jeździec"
Ogniem i mieczem|"  — Bohun! — mówiła stara"
Ogniem i mieczem| — Od pułku przybyłeś, sokole? A z teorbanem? Witajże, witaj! Hej, synkowie! Prosiłam już ichmościów panów na nocleg do Rozłogów, a teraz wy im się pokłońcie! Gość w dom, Bóg w dom! Bądźcież ichmościowie na nasz dom łaskawi
Ogniem i mieczem|"  Bułyhowie uchylili czapek"
Ogniem i mieczem|"  — Prosimy pokornie waszmościów w niskie progi"
Ogniem i mieczem|"  — Już mi też obiecali i jego wysokość pan poseł, i imć pan namiestnik"
Ogniem i mieczem| Zacnych kawalerów będziemy przyjmowali, tylko że przywykłym do specjałów na dworach, nie wiem, czyli będzie smakowała nasza uboga pasza
Ogniem i mieczem|"  — Na żołnierskim my chlebie, nie na dworskim chowani — rzekł pan Skrzetuski"
Ogniem i mieczem|"  A pan Rozwan Ursu dodał:  — Próbowałem ja już gościnnego chleba w szlacheckich domach i wiem, że i dworski mu nie wyrówna"
Ogniem i mieczem|"  Wozy ruszyły naprzód, a stara kniahini mówiła dalej:  — Dawno to, dawno już minęły lepsze dla nas czasy"
Ogniem i mieczem| Na Wołyniu i na Litwie są jeszcze Kurcewicze, którzy poczty trzymają i wcale po pańsku żyją, ale ci biedniejszych krewnych znać nie chcą, za co niech ich Bóg skarze
Ogniem i mieczem| U nas prawie kozacza bieda, którą nam waszmościowie musicie wybaczyć i szczerym sercem przyjąć to, co szczerze ofiarujemy
Ogniem i mieczem| Ja i pięciu synów siedzimy na jednej wiosce i kilkunastu słobodach, a z nami i ta jeszcze jejmościanka na opiece
Ogniem i mieczem|"  Namiestnika zdziwiły te słowa, gdyż słyszał w Łubniach, że Rozłogi były niemałą fortuną szlachecką, a po wtóre, że należały ongi do kniazia Wasyla, ojca Heleny"
Ogniem i mieczem| Nie zdało mu się jednak rzeczą stosowną pytać, jakim sposobem przeszły w ręce Konstantyna i jego wdowy
Ogniem i mieczem|"  — To jejmość pani pięciu masz synów? — zagadnął pan Rozwan Ursu"
Ogniem i mieczem|"  — Miałam pięciu jak lwów — rzecze kniahini — ale najstarszemu, Wasylowi, poganie w Białogrodzie oczy wykapali pochodniami, od czego mu też i rozum się nadwerężył"
Ogniem i mieczem| Gdy młodzi pójdą na wyprawę, ja sama w domu zostaję, z nim tylko i z jejmościanką, z którą większa bieda niż pociecha
Ogniem i mieczem|"  Pogardliwy ton, z jakim stara kniahini mówiła o swej synowicy, tak był widoczny, że nie uszedł uwagi porucznika"
Ogniem i mieczem|" Pierś mu zawrzała gniewem i o mało nie zaklął szpetnie, ale słowa zamarły mu na ustach, gdy spojrzawszy na kniaziównę ujrzał przy świetle księżyca oczy jej zalane łzami…  — Co waćpannie jest? czego płaczesz? — spytał z cicha"
Ogniem i mieczem|"  Kniaziówna milczała"
Ogniem i mieczem|"  — Ja nie mogę znieść łez waćpanny — mówił pan Skrzetuski i pochylił się ku niej, a widząc, że stara kniahini rozprawia z panem Rozwanem Ursu i nie patrzy w tę stronę, nalegał dalej:  — Na Boga, przemów choć słowo, bo Bóg widzi, że i krew, i zdrowie bym oddał, byle ciebie pocieszyć"
Ogniem i mieczem|"  Nagle uczuł, że jeden z jeźdźców napiera go tak silnie, że aż konie poczynają się trzeć bokami"
Ogniem i mieczem|"  Rozmowa z kniaziówną była przerwana, więc pan Skrzetuski zdziwiony, ale i rozgniewany, zwrócił się ku śmiałkowi"
Ogniem i mieczem|"  Przy świetle księżyca ujrzał dwoje oczu, które patrzyły na niego zuchwale, wyzywająco i szyderczo zarazem"
Ogniem i mieczem|"  Straszne te oczy świeciły jak ślepie wilka w ciemnym borze"
Ogniem i mieczem|"  „Co, u kaduka? — pomyślał namiestnik — bies czy co?” — i z kolei zajrzawszy z bliska w te pałające źrenice, spytał:  — A czego to waść tak koniem najeżdżasz i oczyma we mnie wiercisz?  Jeździec nie odpowiedział nic, ale patrzył wciąż równie uporczywie i zuchwale"
Ogniem i mieczem|"  — Jeślić ciemno, to mogę ognia skrzesać, a jeślić gościniec za ciasny, to hajda w step! — rzekł już podniesionym głosem namiestnik"
Ogniem i mieczem|"  — A ty odlitaj, Laszku, od kolaski, koły step baczysz — odparł jeździec"
Ogniem i mieczem|"  Namiestnik, jako był człowiek do czynu skory, zamiast odpowiedzieć, uderzył tak silnie nogą w brzuch konia napastnika, że rumak jęknął i w jednym szczupaku znalazł się na samym brzegu gościńca"
Ogniem i mieczem|"  Jeździec osadził go na miejscu i przez chwilę zdawało się, że pragnie rzucić się na namiestnika, ale wtem zabrzmiał ostry, rozkazujący głos starej kniahini:  — Bohun, szczo z toboju?  Słowa te miały natychmiastowy skutek"
Ogniem i mieczem|" Jeździec zwrócił konia młyńcem i przejechał na drugą stronę kolaski do kniahini, która mówiła dalej:  — Szczo z toboju? Ej, ty nie w Perejasławiu ani w Krymie, ale w Rozłogach — bacz na to"
Ogniem i mieczem| A teraz skocz mi naprzód i prowadź wozy, bo jar zaraz, a w jarze ciemno
Ogniem i mieczem|" Hodi, siromacha!  Pan Skrzetuski równie był zdziwiony, jak rozgniewany"
Ogniem i mieczem|" Ten Bohun widocznie szukał okazji i byłby ją znalazł, ale dlaczego szukał? skąd ta niespodziewana napaść?  Przez głowę namiestnika przeleciała myśl, że tu kniaziówna wchodziła do gry, i utwierdził się w tej myśli, gdy spojrzawszy na twarz jej ujrzał mimo mroków nocnych, że twarz ta była blada jak płótno i że widocznie malowało się na niej przerażenie"
Ogniem i mieczem|"  Tymczasem Bohun ruszył z kopyta naprzód wedle rozkazu kniahini, która spoglądając za nim rzekła wpół do siebie, wpół do namiestnika:  — To szalona głowa i bies kozaczy"
Ogniem i mieczem|"  — Widać, niespełna rozumu — odpowiedział pogardliwie pan Skrzetuski"
Ogniem i mieczem|" — Czy to Kozak w służbie synów imci pani?  Stara kniahini rzuciła się w tył kolaski"
Ogniem i mieczem|"  — Co waćpan mówisz! To jest Bohun, podpułkownik, przesławny junak, synom moim druh, a mnie jak szósty syn przybrany"
Ogniem i mieczem| Nie może też to być, abyś waszmość o nazwisku jego nie słyszał, bo wszyscy o nim wiedzą
Ogniem i mieczem|"  I rzeczywiście, panu Skrzetuskiemu dobrze było znane to nazwisko"
Ogniem i mieczem| Spośród imion różnych pułkowników i atamanów kozackich wypłynęło ono na wierzch i było na wszystkich ustach po obu stronach Dniepru
Ogniem i mieczem| Ślepcy śpiewali o Bohunie pieśni po jarmarkach i karczmach, na wieczornicach opowiadano dziwy o młodym watażce
Ogniem i mieczem| Kto on był, skąd się wziął, nikt nie wiedział
Ogniem i mieczem| To pewna, że kolebką były mu stepy, Dniepr, porohy i Czertomelik ze swoim labiryntem cieśnin, zatok, kołbani, wysp, skał, jarów i oczeretów
Ogniem i mieczem| Od wyrostka zżył się i zespolił z tym dzikim światem
Ogniem i mieczem|"  Czasu pokoju chodził z innymi „za rybą i zwierzem”, tłukł się po zakrętach Dnieprowych, brodził po bagniskach i oczeretach wraz z gromadą półnagich towarzyszów — to znów całe miesiące spędzał w głębinach leśnych"
Ogniem i mieczem| Szkołą były mu wycieczki na Dzikie Pola po trzody i tabuny tatarskie, zasadzki, bitwy, wyprawy przeciw brzegowym ułusom, do Białogrodu, na Wołoszczyznę lub czajkami na Czarne Morze
Ogniem i mieczem| Innych dni nie znał, jak na koniu, innych nocy, jak przy ognisku na stepie
Ogniem i mieczem| Wcześnie stał się ulubieńcem całego Niżu, wcześnie sam zaczął wodzić innych; i wkrótce odwagą wszystkich przewyższył
Ogniem i mieczem| Gotów był w sto koni iść choćby do Bakczysaraju i samemu chanowi zaświecić w oczy pożogą; palił ułusy i miasteczka, wycinał w pień mieszkańców, schwytanych murzów rozdzierał końmi, spadał jak burza, przechodził jak śmierć
Ogniem i mieczem| Na morzu rzucał się jak wściekły na galery tureckie
Ogniem i mieczem| Zapuszczał się w środek Budziaku, właził, jak mówiono, w paszczę lwa
Ogniem i mieczem| Niektóre jego wyprawy były wprost szalone
Ogniem i mieczem| Mniej odważni, mniej ryzykowni konali na palach w Stambule lub gnili przy wiosłach na tureckich galerach — on zawsze wychodził zdrowo i z łupem obfitym
Ogniem i mieczem| Mówiono, że zebrał skarby ogromne i że trzyma je ukryte po Dnieprowych komyszach, ale też nieraz go widziano, jak deptał zabłoconymi nogami po złotogłowiach i lamach, koniom słał kobierce pod kopyta albo jak, ubrany w adamaszki, kąpał się w dziegciu, umyślnie kozaczą pogardę dla onych wspaniałych tkanin i ubiorów okazując
Ogniem i mieczem| Miejsca długo nigdzie nie zagrzał
Ogniem i mieczem| Czynami jego powodowała fantazja
Ogniem i mieczem| Czasem przybywszy do Czehryna, Czerkas lub Perejasławia hulał na śmierć z innymi Zaporożcami, czasem żył jak mnich, do ludzi nie gadał, w stepy uciekał
Ogniem i mieczem| To znów otaczał się ślepcami, których grania i pieśni po całych dniach słuchał, a samych złotem obrzucał
Ogniem i mieczem| Między szlachtą umiał być dwornym kawalerem, między Kozaki najdzikszym Kozakiem, między rycerzami rycerzem, między łupieżcami łupieżcą
Ogniem i mieczem| Niektórzy mieli go za szalonego, bo też i była to dusza nieokiełznana i rozszalała
Ogniem i mieczem| Dlaczego na świecie żył i czego chciał, dokąd dążył, komu służył — sam nie wiedział
Ogniem i mieczem| Służył stepom, wichrom, wojnie, miłości i własnej fantazji
Ogniem i mieczem| Ta właśnie fantazja wyróżniała go od innych watażków grubianów i od całej rzeszy rozbójniczej, która tylko grabież miała na celu i której za jedno było grabić Tatarów czy swoich
Ogniem i mieczem| Bohun brał łup, ale wolał wojnę od zdobyczy, kochał się w niebezpieczeństwach dla własnego ich uroku; złotem za pieśni płacił, za sławą gonił, o resztę nie dbał
Ogniem i mieczem|"  Ze wszystkich watażków on jeden najlepiej uosabiał Kozaka-rycerza, dlatego też pieśń wybrała go sobie na kochanka, a imię jego rozsławiło się na całej Ukrainie"
Ogniem i mieczem|"  W ostatnich czasach został podpułkownikiem perejasławskim, ale pułkownikowską władzę sprawował, bo stary Łoboda słabo już trzymał buławę krzepnącą dłonią"
Ogniem i mieczem|"  Pan Skrzetuski dobrze tedy wiedział, kto był Bohun, a jeśli pytał starej kniahini, czy to Kozak w służbie jej synów, to czynił to przez umyślną pogardę, bo przeczuł w nim wroga, a mimo całej sławy watażki wzburzyła się krew w namiestniku, że Kozak poczynał sobie z nim tak zuchwale"
Ogniem i mieczem|"  Domyślał się też, że skoro się zaczęło, to się na byle czym nie skończy"
Ogniem i mieczem| Ale cięty to był jak osa człowiek pan Skrzetuski, dufny aż nadto w siebie i również nie cofający się przed niczym, a na niebezpieczeństwa chciwy prawie
Ogniem i mieczem| Gotów był choćby i zaraz wypuścić konia za Bohunem, ale jechał przy boku kniaziówny
Ogniem i mieczem| Zresztą wozy minęły już jar i z dala ukazały się światła w Rozłogach
Ogniem i mieczem|"    Rozdział IV  Kurcewicze Bułyhowie był to stary książęcy ród, który się Kurczem pieczętował, od Koriata wywodził, a podobno istotnie szedł od Ruryka"
Ogniem i mieczem| Z dwóch głównych linii jedna siedziała na Litwie, druga na Wołyniu, a na Zadnieprze przeniósł się dopiero kniaź Wasyl, jeden z licznych potomków linii wołyńskiej, który, ubogim będąc, nie chciał wśród możnych krewnych zostawać i wszedł na służbę księcia Michała Wiśniowieckiego, ojca przesławnego „Jaremy”
Ogniem i mieczem|"  Okrywszy się sławą w tej służbie i znaczne posługi rycerskie księciu oddawszy, otrzymał od tegoż w dziedzictwo Krasne Rozłogi, które potem dla wielkiej mnogości wilków Wilczymi Rozłogami przezwano, i stale w nich osiadł"
Ogniem i mieczem| W roku 1629, przeszedłszy na obrządek łaciński, ożenił się z Rahozianką, panną z zacnego domu szlacheckiego, któren się z Wołoszczyzny wywodził
Ogniem i mieczem| Z małżeństwa tego w rok później przyszła na świat córka Helena; matka umarła przy jej urodzeniu, książę Wasyl zaś, nie myśląc już o powtórnym ożenku, oddał się całkiem gospodarstwu i wychowaniu jedynaczki
Ogniem i mieczem| Był to człowiek wielkiego charakteru i niepospolitej cnoty
Ogniem i mieczem| Dorobiwszy się dość szybko średniej fortuny pomyślał zaraz o starszym swym bracie Konstantynie, który na Wołyniu w biedzie został i odepchnięty od możnej rodziny, zmuszony był chodzić po dzierżawach
Ogniem i mieczem| Tego wraz z żoną i pięcioma synami do Rozłogów sprowadził i każdym kawałkiem chleba się z nimi dzielił
Ogniem i mieczem| W ten sposób obaj Kurcewicze żyli w spokoju aż do końca 1634 roku, w którym Wasyl z królem Władysławem pod Smoleńsk ruszył
Ogniem i mieczem| Tam to zaszedł ów nieszczęsny wypadek, który zgubę jego spowodował
Ogniem i mieczem| W obozie królewskim przejęto list pisany do Szehina, podpisany nazwiskiem kniazia i przypieczętowany Kurczem
Ogniem i mieczem| Tak jawny dowód zdrady ze strony rycerza, który aż dotąd nieskazitelnej sławy używał, zdumiał i przeraził wszystkich
Ogniem i mieczem| Na próżno Wasyl świadczył się Bogiem, że ni ręka, ni podpis na liście nie są jego — herb Kurcz na pieczęci usuwał wszelkie wątpliwości, w zgubienie zaś sygnetu, czym się kniaź tłumaczył, nikt wierzyć nie chciał — ostatecznie nieszczęśliwy kniaź, pro crimine perduelionis skazany na utratę czci i gardła, musiał się ucieczką salwować
Ogniem i mieczem| Przybywszy nocą do Rozłogów, zaklął brata Konstantyna na wszystkie świętości, by jak ojciec opiekował się jego córką — i odjechał na zawsze
Ogniem i mieczem| Mówiono, że raz jeszcze z Baru pisał list do księcia Jeremiego z prośbą, by nie odejmował kawałka chleba Helenie i spokojnie ją w Rozłogach na opiece Konstantyna zostawił; potem głos o nim zaginął
Ogniem i mieczem| Były wieści, że zmarł zaraz, to że przystał do cesarskich i zginął na wojnie w Niemczech — ale któż mógł co wiedzieć na pewno? Musiał zginąć, skoro się więcej o córkę nie pytał
Ogniem i mieczem| Wkrótce przestano o nim mówić, a przypomniano go sobie dopiero, gdy wyszła na jaw jego niewinność
Ogniem i mieczem| Niejaki Kupcewicz, Witebszczanin, umierając zeznał, jako on pisał pod Smoleńskiem list do Szehina i znalezionym w obozie sygnetem go przypieczętował
Ogniem i mieczem| Wobec takiego świadectwa żałość i konsternacja ogarnęła wszystkie serca
Ogniem i mieczem| Wyrok został zmieniony, imię księcia Wasyla do sławy przywrócone, ale dla niego samego nagroda za mękę przyszła za późno
Ogniem i mieczem| Co do Rozłogów, to Jeremi nie myślał ich zagarniać, bo Wiśniowieccy, znając lepiej Wasyla, nigdy o jego winie nie byli zupełnie przekonani
Ogniem i mieczem| Mógłby on był nawet zostać i drwić z wyroku pod ich potężną opieką i jeżeli uszedł, to dlatego, że niesławy znieść nie umiał
Ogniem i mieczem|"  Helena chowała się więc spokojnie w Rozłogach pod czułą opieką stryja — i dopiero po jego śmierci zaczęły się dla niej ciężkie czasy"
Ogniem i mieczem| Żona Konstantyna, z rodziny wątpliwego pochodzenia, była to kobieta surowa, popędliwa a energiczna, którą mąż jeden utrzymać w ryzie umiał
Ogniem i mieczem| Po jego śmierci zagarnęła w żelazne ręce rządy w Rozłogach
Ogniem i mieczem| Służba drżała przed nią — dworzyszczowi bali się jej jak ognia, sąsiadom dała się wkrótce we znaki
Ogniem i mieczem| W trzecim roku swych rządów po dwakroć zbrojno najeżdżała Siwińskich w Browarkach, sama przebrana po męsku, konno przywodząc czeladzi i najętym Kozakom
Ogniem i mieczem| Gdy raz pułki księcia Jeremiego pogromiły watahę Tatarów swawolącą koło Siedmiu Mogił, kniahini na czele swoich ludzi zniosła ze szczętem kupę niedobitków, która się aż pod Rozłogi zapędziła
Ogniem i mieczem| W Rozłogach też usadowiła się na dobre i poczęła je uważać za swoją i swoich synów własność
Ogniem i mieczem| Synów tych kochała jak wilczyca młode, ale sama będąc prostaczką, nie pomyślała o przystojnym dla nich wychowaniu
Ogniem i mieczem| Mnich greckiego obrządku, sprowadzony z Kijowa, wyuczył ich czytać i pisać — na czym też skończyła się edukacja
Ogniem i mieczem| A przecie niedaleko były Łubnie, a w nich dwór książęcy, na którym by młodzi kniaziowie mogli nabrać poloru, wyćwiczyć się w kancelarii w sprawach publicznych lub — zaciągnąwszy się pod chorągwie — w szkole rycerskiej
Ogniem i mieczem| Kniahini miała wszelako swoje powody, dla których nie oddawała ich do Łubniów
Ogniem i mieczem|"  A nużby książę Jeremi przypomniał sobie, czyje są Rozłogi, i wejrzał w opiekę nad Heleną albo sam dla pamięci Wasyla tę opiekę chciał sprawować? Przyszłoby chyba wówczas wynosić się z Rozłogów — wolała więc kniahini, by w Łubniach zapomniano, że jacy Kurcewicze żyją na świecie"
Ogniem i mieczem| Ale też za to młodzi kniaziowie hodowali się wpół dziko i więcej po kozacku niż po szlachecku
Ogniem i mieczem| Pacholętami jeszcze będąc, brali udział w poswarkach starej kniahini, w zajazdach na Siwińskich, w wyprawach na kupy tatarskie
Ogniem i mieczem| Czując wrodzony wstręt do książek i pisma, po całych dniach strzelali z łuków lub wprawiali ręce we władanie kiścieniami, szablą, w rzucanie arkanów
Ogniem i mieczem| Nie zajmowali się nawet i gospodarstwem, bo go nie puszczała z rąk matka
Ogniem i mieczem| I żal było patrzeć na tych potomków znakomitego rodu, w których żyłach płynęła krew książęca, ale których obyczaje były surowe i grube, a umysły i zatwardziałe serca przypominały step nieuprawny
Ogniem i mieczem| Tymczasem powyrastali jak dęby; wiedząc wszelako to do siebie, iż są prostakami, wstydzili się żyć ze szlachtą, a natomiast milszym im było towarzystwo dzikich watażków kozackich
Ogniem i mieczem| Wcześnie też weszli w komitywę z Niżem, gdzie ich za towarzyszów uważano
Ogniem i mieczem| Czasem po pół roku i więcej siedzieli na Siczy; chodzili na „przemysł” z Kozakami, brali udział w wyprawach na Turków i Tatarów, które w końcu stały się głównym i ulubionym ich zajęciem
Ogniem i mieczem| Matka nie sprzeciwiała się temu, bo często przywozili zdobycz obfitą
Ogniem i mieczem| Wszelako na jednej z takich wypraw najstarszy Wasyl dostał się w ręce pogańskie
Ogniem i mieczem| Bracia przy pomocy Bohuna i jego Zaporożców odbili go wprawdzie, ale z wykapanymi oczami
Ogniem i mieczem| Od tej pory ten w domu siedzieć musiał; a jako dawniej był najdzikszy, tak potem złagodniał bardzo i w rozmyślaniach a nabożeństwie się zatopił
Ogniem i mieczem| Młodzi prowadzili dalej wojenne rzemiosło, które w końcu przydomek kniaziów-Kozaków im zjednało
Ogniem i mieczem| Dość też było spojrzeć na Rozłogi-Siromachy, by odgadnąć, jacy w nich ludzie mieszkali
Ogniem i mieczem| Gdy poseł i pan Skrzetuski zajechali przez bramę ze swymi wozami, ujrzeli nie dwór, ale raczej obszerną szopę z ogromnych bierwion dębowych zbitą, z wąskimi, podobnymi do strzelnic oknami
Ogniem i mieczem| Mieszkania dla czeladzi i kozaków, stajnie, spichlerze i lamusy przytykały do tego dworu bezpośrednio tworząc budowę nieforemną, z wielu to wyższych, to niższych części złożoną, na zewnątrz tak ubogą i prostacką, że gdyby nie światła w oknach, trudno by ją za mieszkanie ludzi poczytać
Ogniem i mieczem| Na majdanie przed domem widać było dwa żurawie studzienne, bliżej bramy słup z kołem na szczycie, na którym siadywał niedźwiedź chowany
Ogniem i mieczem| Brama potężna, z takichże bierwion dębowych, dawała przejście na majdan, który cały był otoczony rowem i palisadą
Ogniem i mieczem|"  Widocznie było to miejsce obronne, przeciw napadom i zajazdom zabezpieczone"
Ogniem i mieczem| We wszystkim też przypominało kresową pałankę kozacką, a lubo większość siedzib szlacheckich na kresach takiego, a nie innego była pokroju, ta przecie bardziej jeszcze od innych wyglądała na jakieś drapieżne gniazdo
Ogniem i mieczem| Czeladź, która naprzeciw gości wyszła z pochodniami, podobniejsza była do zbójów niż do ludzi służbowych
Ogniem i mieczem| Wielkie psy na majdanie targały za łańcuchy, jakby chciały się urwać i rzucić na przybyłych, ze stajen dobywało się rżenie koni, młodzi Bułyhowie wraz z matką poczęli wołać na służbę, rozkazywać jej i przeklinać
Ogniem i mieczem| Wśród takiego harmidru goście weszli do środka domu, ale tu dopiero pan Rozwan Ursu, który widząc poprzednio dzikość i mizerię siedliska, prawie żałował, iż się dał zaprosić na nocleg, zdumiał prawdziwie na widok tego, co ujrzały jego oczy
Ogniem i mieczem| Wnętrze domu zgoła nie odpowiadało jego lichym zewnętrznym pozorom
Ogniem i mieczem| Najprzód weszli do obszernej sieni, której ściany całkiem prawie pokryte były zbroją, orężem i skórami dzikich zwierząt
Ogniem i mieczem|"  W dwóch ogromnych grubach paliły się kłody drzewa, a przy jasnym ich blasku widać było bogate rzędy końskie, błyszczące pancerze, karaceny tureckie, na których tu i ówdzie świeciły drogie kamienie, druciane koszulki ze złoconymi guzami na spięciach, półpancerze, nabrzuszniki, ryngrafy, stalowe harnasze wielkiej ceny, hełmy polskie i tureckie oraz misiurki z wierzchami od srebra"
Ogniem i mieczem| Na przeciwległej ścianie wisiały tarcze, których już nie używano w wieku ówczesnym; obok nich kopie polskie i dziryty wschodnie; siecznego oręża też dosyć, od szabli aż do gindżałów i jataganów, których głownie migotały różnymi kolorami jak gwiazdki w blasku ognia
Ogniem i mieczem| Po kątach zwieszały się wiązki skór lisich, wilczych, niedźwiedzich, kunich i gronostajowych — owoc myślistwa kniaziów
Ogniem i mieczem| Niżej, wzdłuż ścian, drzemały na obręczach jastrzębie, sokoły i wielkie berkuty sprowadzane z dalekich stepów wschodnich, a używane do pościgu wilków
Ogniem i mieczem|"  Z sieni owej goście przeszli do wielkiej gościnnej komnaty"
Ogniem i mieczem| I tu na kominie z okapem palił się rzęsisty ogień
Ogniem i mieczem| W komnacie tej większy był jeszcze przepych niż w sieni
Ogniem i mieczem| Gołe belki w ścianach pookrywane były makatami, na podłodze rozścielały się przepyszne wschodnie kobierce
Ogniem i mieczem| W pośrodku stał długi stół na krzyżowych nogach, sklecony z prostych desek, na nim zaś roztruchany całe złocone lub rznięte ze szkła weneckiego
Ogniem i mieczem| Pod ścianami mniejsze stoły, komody i półki, na nich sepety, puzdra nabijane brązem, mosiężne świeczniki i zegary zrabowane czasu swego przez Turków Wenecjanom, a przez Kozaków Turkom
Ogniem i mieczem| Cała komnata założona była mnóstwem przedmiotów zbytkownych, częstokroć niewiadomego dla gospodarzy użycia
Ogniem i mieczem| Wszędzie przepych mieszał się z największą stepową prostotą
Ogniem i mieczem| Cenne komody tureckie, nabijane brązem, hebanem, perłową macicą, stały obok nie heblowanych półek, proste drewniane krzesła obok miękkich sof krytych kobiercami
Ogniem i mieczem| Poduszki, leżące modą wschodnią na sofach, miały pokrowce z altembasu lub bławatów, ale rzadko były wypchane kwapiem, częściej sianem lub grochowinami
Ogniem i mieczem| Kosztowne tkaniny i zbytkowne przedmioty było to tak zwane „dobro” tureckie, tatarskie, częścią kupione za byle co od Kozaków, częścią zdobyte na licznych wojnach jeszcze przez starego kniazia Wasyla, częścią w czasie wypraw z Niżowcami przez młodych Bułyhów, którzy woleli puszczać się czajkami na Czarne Morze niż żenić się lub gospodarstwa pilnować
Ogniem i mieczem| Wszystko to nie dziwiło zgoła pana Skrzetuskiego znającego dobrze domy kresowe, ale bojar wołoski zdumiewał się widząc wśród tego przepychu Kurcewiczów ubranych w jałowicze buty i w kożuchy niewiele lepsze od tych, jakie nosiła służba; dziwił się również i pan Longin Podbipięta, przywykły na Litwie do innych porządków
Ogniem i mieczem|"  Tymczasem młodzi kniaziowie podejmowali gości szczerze i z wielką ochotą, lubo — mało otarci w świecie — czynili to manierą tak niezgrabną, iż namiestnik zaledwie mógł uśmiech powściągnąć"
Ogniem i mieczem|"  Starszy Symeon mówił:  — Radziśmy waszmościom i wdzięczni za łaskę"
Ogniem i mieczem| Dom nasz — dom wasz, tak też i bądźcie jak u siebie
Ogniem i mieczem| Kłaniamy panom dobrodziejstwu w niskich progach
Ogniem i mieczem|"  I lubo nie znać było w tonie jego mowy żadnej pokory ani rozumienia, jakoby przyjmował wyższych od siebie, przecież kłaniał im się obyczajem kozackim w pas, a za nim kłaniali się i młodsi bracia sądząc, że tego gościnność wymaga, i mówiąc:  — Czołem waszmościom, czołem!…  Tymczasem kniahini, szarpnąwszy Bohuna za rękaw, wyprowadziła go do innej komnaty"
Ogniem i mieczem|"  — Słysz, Bohun — rzekła pośpiesznie — nie mam czasu długo gadać"
Ogniem i mieczem|" Widziałam, że ty tego młodego szlachcica na ząb wziął i zaczepki z nim szukasz?  — Maty! — odpowiedział Kozak całując starą w rękę"
Ogniem i mieczem| — Świat szeroki, jemu inna droga, mnie inna
Ogniem i mieczem| Ani ja go znał, ni o nim słyszał, ale niech mi się nie pochyla do kniaziówny, bo jakem żyw, szablą w oczy zaświecę
Ogniem i mieczem|"  — Hej, oszalał, oszalał! A gdzie głowa, Kozacze? Co się z tobą dzieje? Czy ty chcesz zgubić nas i siebie? To jest żołnierz Wiśniowieckiego i namiestnik, człowiek znaczny, bo od księcia do chana posłował"
Ogniem i mieczem| Niech mu włos z głowy spadnie pod naszym dachem, wiesz, co będzie? Oto wojewoda obróci oczy na Rozłogi, i jego pomści, nas wygna na cztery wiatry, a Helenę do Łubniów zabierze — i co wówczas? Czy i z nim zadrzesz? Czy na Łubnie napadniesz? Spróbuj, jeśli chcesz pala posmakować, Kozacze zatracony!… Chyla się szlachcic do dziewczyny, nie chyla, ale jak przyjechał, pojedzie, i będzie spokój
Ogniem i mieczem|" Hamujże ty się, a nie chcesz, to ruszaj, skądeś przybył, bo nam tu nieszczęścia naprowadzisz!  Kozak gryzł wąs, sapał, ale zrozumiał, że kniahini ma słuszność"
Ogniem i mieczem|"  — Oni jutro odjadą, matko — rzekł — a ja się pohamuję, niech jeno czarnobrewa nie wychodzi do nich"
Ogniem i mieczem|"  — A tobie co? Żeby myśleli, że ją więżę"
Ogniem i mieczem| Otóż wyjdzie, bo ja tego chcę! Ty mi tu w domu nie przewodź, boś nie gospodarz
Ogniem i mieczem|"  — Nie gniewajcie się, kniahini"
Ogniem i mieczem| Skoro inaczej nie można, to będę im jako tureckie bakalie słodki
Ogniem i mieczem| Zębem nie zgrzytnę, do głowni nie sięgnę, choćby mnie gniew i pożarł, choćby dusza jęczeć miała
Ogniem i mieczem|" Niechże będzie wasza wola!  — A to tak gadaj, sokole, teorban weź, zagraj, zaśpiewaj, to ci i na duszy lżej się zrobi"
Ogniem i mieczem| A teraz chodź do gości
Ogniem i mieczem|"  Wrócili do gościnnej komnaty, w której kniaziowie, nie wiedząc, jak gości bawić, wciąż ich zapraszali, by byli sobie radzi, i kłaniali im się w pas"
Ogniem i mieczem| Tu zaraz pan Skrzetuski spojrzał ostro a dumnie w oczy Bohunowi, ale nie znalazł w nich ni zaczepki, ni wyzwania
Ogniem i mieczem| Twarz młodego watażki jaśniała uprzejmą wesołością tak dobrze symulowaną, że mogłaby omylić najwprawniejsze oko
Ogniem i mieczem| Namiestnik przyglądał mu się bacznie, gdyż poprzednio w ciemności nie mógł dojrzeć jego rysów
Ogniem i mieczem| Teraz ujrzał mołojca smukłego jak topola, z obliczem smagłym, zdobnym w bujny, czarny wąs zwieszający się ku dołowi
Ogniem i mieczem| Wesołość na tej twarzy przebijała przez ukraińską zadumę jako słońce przez mgłę
Ogniem i mieczem| Czoło miał watażka wysokie, na które spadała czarna czupryna w postaci grzywki ułożonej w pojedyncze kosmyki obcięte w równe ząbki nad silną brwią
